ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
4-412-167-1,anci1242,Ancient Greek ,796,tʰē'lē,LatinTrans,"nipple, teat",buck1949;liddell1996;magnien1985,,,
4-410-167-1,anci1242,Ancient Greek ,1402,ma'stos,LatinTrans,breast (of woman),buck1949;liddell1996;magnien1985,,,
4-400-167-1,anci1242,Ancient Greek ,1592,'stētʰos,LatinTrans,chest,buck1949;liddell1996;magnien1985,"Latter form refers to front of chest, sternum.",,
4-400-167-3,anci1242,Ancient Greek ,1592,'sternon,LatinTrans,chest,buck1949;liddell1996;magnien1985,"Latter form refers to front of chest, sternum.",,
4-393-167-1,anci1242,Ancient Greek ,1201,pte'ron,LatinTrans,feather,buck1949;liddell1996;magnien1985,,,
4-392-167-1,anci1242,Ancient Greek ,1257,'pteruks,LatinTrans,wing,buck1949;liddell1996;magnien1985,,,
4-380-167-1,anci1242,Ancient Greek ,1389,'daktulos,LatinTrans,toe,buck1949;liddell1996;magnien1985,,,
4-374-167-1,anci1242,Ancient Greek ,318,'ikʰnos,LatinTrans,footprint,buck1949;liddell1996;magnien1985,,,
4-374-167-3,anci1242,Ancient Greek ,318,'ikʰnion,LatinTrans,footprint,buck1949;liddell1996;magnien1985,,,
4-372-167-1,anci1242,Ancient Greek ,980,'pterna,LatinTrans,heel,buck1949;liddell1996;magnien1985,,,
4-371-167-1,anci1242,Ancient Greek ,803,a'stragalos,LatinTrans,ankle,buck1949;liddell1996;magnien1985,,,
4-371-167-3,anci1242,Ancient Greek ,803,spʰu'ron,LatinTrans,ankle,buck1949;liddell1996;magnien1985,,,
4-370-167-1,anci1242,Ancient Greek ,1301,pūs,LatinTrans,foot,buck1949;liddell1996;magnien1985,,,
4-360-167-1,anci1242,Ancient Greek ,1371,'gonu,LatinTrans,knee,buck1949;liddell1996;magnien1985,,,
4-352-167-1,anci1242,Ancient Greek ,498,'knēmē,LatinTrans,calf of leg,buck1949;liddell1996;magnien1985,,,
4-351-167-1,anci1242,Ancient Greek ,800,mē'ros,LatinTrans,thigh,buck1949;liddell1996;magnien1985,Latter form is plural.,,
4-351-167-3,anci1242,Ancient Greek ,800,mē'ria,LatinTrans,thigh,buck1949;liddell1996;magnien1985,Latter form is plural.,,
4-350-167-1,anci1242,Ancient Greek ,1297,'skelos,LatinTrans,leg,buck1949;liddell1996;magnien1985,,,
4-345-167-1,anci1242,Ancient Greek ,72,'onuks,LatinTrans,claw,buck1949;liddell1996;magnien1985,,,
4-344-167-1,anci1242,Ancient Greek ,1258,'onuks,LatinTrans,fingernail,buck1949;liddell1996;magnien1985,,,
4-342-167-1,anci1242,Ancient Greek ,1781,'megas 'daktulos,LatinTrans,thumb,buck1949;liddell1996;magnien1985,Latter form is Late Ancient Greek.,,
4-342-167-3,anci1242,Ancient Greek ,1781,an'tikʰeir,LatinTrans,thumb,buck1949;liddell1996;magnien1985,Latter form is Late Ancient Greek.,,
4-340-167-1,anci1242,Ancient Greek ,1303,'daktulos,LatinTrans,finger,buck1949;liddell1996;magnien1985,,,
4-331-167-1,anci1242,Ancient Greek ,1183,pa'lamē,LatinTrans,palm of hand,buck1949;liddell1996;magnien1985,,,
4-331-167-3,anci1242,Ancient Greek ,1183,'tʰenar,LatinTrans,palm of hand,buck1949;liddell1996;magnien1985,,,
4-330-167-1,anci1242,Ancient Greek ,1277,'kʰeir,LatinTrans,hand,buck1949;liddell1996;magnien1985,,,
4-321-167-1,anci1242,Ancient Greek ,799,kar'pos,LatinTrans,wrist,buck1949;liddell1996;magnien1985,,,
4-320-167-1,anci1242,Ancient Greek ,981,aŋ'kōn,LatinTrans,elbow,buck1949;liddell1996;magnien1985,,,
4-320-167-3,anci1242,Ancient Greek ,981,ō'lekranon,LatinTrans,elbow,buck1949;liddell1996;magnien1985,,,
4-312-167-1,anci1242,Ancient Greek ,1886,ma'skʰalē,LatinTrans,armpit,buck1949;liddell1996;magnien1985,,,
4-310-167-1,anci1242,Ancient Greek ,1673,bra'kʰiōn,LatinTrans,arm,buck1949;liddell1996;magnien1985,,,
4-310-167-3,anci1242,Ancient Greek ,1673,'pēkʰūs,LatinTrans,arm,buck1949;liddell1996;magnien1985,,,
4-310-167-5,anci1242,Ancient Greek ,1673,'kʰeir,LatinTrans,arm,buck1949;liddell1996;magnien1985,,,
4-302-167-1,anci1242,Ancient Greek ,1994,'kleis,LatinTrans,collarbone,buck1949;liddell1996;magnien1985,,,
4-301-167-1,anci1242,Ancient Greek ,172,ōmo'platē,LatinTrans,shoulderblade,buck1949;liddell1996;magnien1985,,,
4-300-167-1,anci1242,Ancient Greek ,1482,'ōmos,LatinTrans,shoulder,buck1949;liddell1996;magnien1985,,,
4-290-167-1,anci1242,Ancient Greek ,1346,lai'mos,LatinTrans,throat,buck1949;liddell1996;magnien1985,,,
4-290-167-3,anci1242,Ancient Greek ,1346,spʰa'gē,LatinTrans,throat,buck1949;liddell1996;magnien1985,,,
4-281-167-1,anci1242,Ancient Greek ,1347,ī'nion,LatinTrans,nape of neck,buck1949;liddell1996;magnien1985,,,
4-281-167-3,anci1242,Ancient Greek ,1347,au'kʰēn,LatinTrans,nape of neck,buck1949;liddell1996;magnien1985,,,
4-280-167-1,anci1242,Ancient Greek ,1333,au'kʰēn,LatinTrans,neck,buck1949;liddell1996;magnien1985,,,
4-280-167-3,anci1242,Ancient Greek ,1333,'trakʰēlos,LatinTrans,neck,buck1949;liddell1996;magnien1985,,,
4-280-167-5,anci1242,Ancient Greek ,1333,'derē,LatinTrans,neck,buck1949;liddell1996;magnien1985,,,
4-280-167-7,anci1242,Ancient Greek ,1333,dei'rē,LatinTrans,neck,buck1949;liddell1996;magnien1985,,,
4-272-167-1,anci1242,Ancient Greek ,1049,gom'pʰios,LatinTrans,molartooth,buck1949;liddell1996;magnien1985,Latter form is Late Ancient Greek.,,
4-272-167-3,anci1242,Ancient Greek ,1049,'mulos,LatinTrans,molartooth,buck1949;liddell1996;magnien1985,Latter form is Late Ancient Greek.,,
4-270-167-1,anci1242,Ancient Greek ,1380,o'dūs,LatinTrans,tooth,buck1949;liddell1996;magnien1985,,,
4-271-167-1,anci1242,Ancient Greek ,139,'ūla,LatinTrans,gums,buck1949;liddell1996;magnien1985,,,
4-260-167-1,anci1242,Ancient Greek ,1205,'glōssa,LatinTrans,tongue,buck1949;liddell1996;magnien1985,,,
4-250-167-1,anci1242,Ancient Greek ,478,'kʰeilos,LatinTrans,lip,buck1949;liddell1996;magnien1985,,,
4-241-167-1,anci1242,Ancient Greek ,73,'hrampʰos,LatinTrans,beak,buck1949;liddell1996;magnien1985,,,
4-241-167-3,anci1242,Ancient Greek ,73,'hruŋkʰos,LatinTrans,beak,buck1949;liddell1996;magnien1985,,,
4-240-167-1,anci1242,Ancient Greek ,674,'stoma,LatinTrans,mouth,buck1949;liddell1996;magnien1985,,,
4-232-167-1,anci1242,Ancient Greek ,208,'muksa,LatinTrans,mucus (nasal),buck1949;liddell1996;magnien1985,,,
4-232-167-3,anci1242,Ancient Greek ,208,'koruza,LatinTrans,mucus (nasal),buck1949;liddell1996;magnien1985,,,
4-231-167-1,anci1242,Ancient Greek ,1178,mu'ktēr,LatinTrans,nostril,buck1949;liddell1996;magnien1985,Plural forms are muksō'tēres; 'hrīnes.,,
4-231-167-3,anci1242,Ancient Greek ,1178,'hrōtʰōn,LatinTrans,nostril,buck1949;liddell1996;magnien1985,Plural forms are muksō'tēres; 'hrīnes.,,
4-231-167-5,anci1242,Ancient Greek ,1178,'muksa,LatinTrans,nostril,buck1949;liddell1996;magnien1985,Plural forms are muksō'tēres; 'hrīnes.,,
4-230-167-1,anci1242,Ancient Greek ,1221,hrīs,LatinTrans,nose,buck1949;liddell1996;magnien1985,,,
4-222-167-1,anci1242,Ancient Greek ,32,kupse'lis,LatinTrans,earwax,buck1949;liddell1996;magnien1985,Second form is Late Ancient Greek.,,
4-222-167-3,anci1242,Ancient Greek ,32,ku'pselē,LatinTrans,earwax,buck1949;liddell1996;magnien1985,Second form is Late Ancient Greek.,,
4-221-167-1,anci1242,Ancient Greek ,18,lo'bos,LatinTrans,earlobe,buck1949;liddell1996;magnien1985,,,
4-220-167-1,anci1242,Ancient Greek ,1247,ūs,LatinTrans,ear,buck1949;liddell1996;magnien1985,,,
4-215-167-1,anci1242,Ancient Greek ,1655,skarda'mussō,LatinTrans,blink,buck1949;liddell1996;magnien1985,,,
4-215-167-3,anci1242,Ancient Greek ,1655,skardamu'kteō,LatinTrans,blink,buck1949;liddell1996;magnien1985,,,
4-214-167-1,anci1242,Ancient Greek ,1540,blepʰa'ris,LatinTrans,eyelash,buck1949;liddell1996;magnien1985,,,
4-213-167-1,anci1242,Ancient Greek ,17,'blepʰaron,LatinTrans,eyelid,buck1949;liddell1996;magnien1985,,,
4-213-167-3,anci1242,Ancient Greek ,17,blepʰa'ris,LatinTrans,eyelid,buck1949;liddell1996;magnien1985,,,
4-212-167-1,anci1242,Ancient Greek ,1173,o'pʰrus,LatinTrans,eyebrow,buck1949;liddell1996;magnien1985,,,
4-210-167-1,anci1242,Ancient Greek ,1248,opʰtʰal'mos,LatinTrans,eye,buck1949;liddell1996;magnien1985,,,
4-208-167-1,anci1242,Ancient Greek ,1730,parei'ā,LatinTrans,cheek,buck1949;liddell1996;magnien1985,,,
4-208-167-3,anci1242,Ancient Greek ,1730,'genus,LatinTrans,cheek,buck1949;liddell1996;magnien1985,,,
4-208-167-5,anci1242,Ancient Greek ,1730,siā'gōn,LatinTrans,cheek,buck1949;liddell1996;magnien1985,,,
4-209-167-1,anci1242,Ancient Greek ,1510,'geneion,LatinTrans,chin,buck1949;liddell1996;magnien1985,,,
4-205-167-1,anci1242,Ancient Greek ,123,'metōpon,LatinTrans,forehead,buck1949;liddell1996;magnien1985,,,
4-207-167-1,anci1242,Ancient Greek ,798,siā'gōn,LatinTrans,jaw,buck1949;liddell1996;magnien1985,,,
4-207-167-3,anci1242,Ancient Greek ,798,'gnatʰos,LatinTrans,jaw,buck1949;liddell1996;magnien1985,,,
4-207-167-5,anci1242,Ancient Greek ,798,'genus,LatinTrans,jaw,buck1949;liddell1996;magnien1985,,,
4-204-167-1,anci1242,Ancient Greek ,1560,'prosōpon,LatinTrans,face,buck1949;liddell1996;magnien1985,,,
4-203-167-1,anci1242,Ancient Greek ,1583,eŋ'kepʰalos,LatinTrans,brain,buck1949;liddell1996;magnien1985,,,
4-201-167-1,anci1242,Ancient Greek ,1604,'krotapʰos,LatinTrans,"side of head, temple",buck1949;liddell1996;magnien1985,,,
4-201-167-3,anci1242,Ancient Greek ,1604,'korsē,LatinTrans,"side of head, temple",buck1949;liddell1996;magnien1985,,,
4-202-167-1,anci1242,Ancient Greek ,1605,kra'nion,LatinTrans,skull,buck1949;liddell1996;magnien1985,,,
4-200-167-1,anci1242,Ancient Greek ,1256,kepʰa'lē,LatinTrans,head,buck1949;liddell1996;magnien1985,,,
4-200-167-3,anci1242,Ancient Greek ,1256,'karā,LatinTrans,head,buck1949;liddell1996;magnien1985,,,
4-191-167-1,anci1242,Ancient Greek ,805,'hrakʰis,LatinTrans,spine,buck1949;liddell1996;magnien1985,,,
4-190-167-1,anci1242,Ancient Greek ,1291,'nōton,LatinTrans,back,buck1949;liddell1996;magnien1985,Latter form is plural.,,
4-190-167-3,anci1242,Ancient Greek ,1291,'nōta,LatinTrans,back,buck1949;liddell1996;magnien1985,Latter form is plural.,,
4-180-167-1,anci1242,Ancient Greek ,1220,ū'rā,LatinTrans,tail,buck1949;liddell1996;magnien1985,,,
4-170-167-1,anci1242,Ancient Greek ,1393,'keras,LatinTrans,horn,buck1949;liddell1996;magnien1985,,,
4-162-167-1,anci1242,Ancient Greek ,801,pleu'ron,LatinTrans,rib,buck1949;liddell1996;magnien1985,,,
4-162-167-3,anci1242,Ancient Greek ,801,pleu'rā,LatinTrans,rib,buck1949;liddell1996;magnien1985,,,
4-160-167-1,anci1242,Ancient Greek ,1394,o'steon,LatinTrans,bone,buck1949;liddell1996;magnien1985,,,
4-151-167-1,anci1242,Ancient Greek ,525,pʰleps,LatinTrans,"vein, artery",buck1949;liddell1996;magnien1985,,,
4-151-167-3,anci1242,Ancient Greek ,525,artē'riā,LatinTrans,"vein, artery",buck1949;liddell1996;magnien1985,,,
4-150-167-1,anci1242,Ancient Greek ,946,'haima,LatinTrans,blood,buck1949;liddell1996;magnien1985,,,
4-146-167-1,anci1242,Ancient Greek ,576,'pitūron,LatinTrans,dandruff,buck1949;liddell1996;magnien1985,,,
4-145-167-1,anci1242,Ancient Greek ,36,'hēbē,LatinTrans,pubic hair,buck1949;liddell1996;magnien1985,,,
4-144-167-1,anci1242,Ancient Greek ,189,tʰriks,LatinTrans,body hair,buck1949;liddell1996;magnien1985,Latter form is plural.,,
4-144-167-3,anci1242,Ancient Greek ,189,'trikʰes,LatinTrans,body hair,buck1949;liddell1996;magnien1985,Latter form is plural.,,
4-142-167-1,anci1242,Ancient Greek ,678,'pōgōn,LatinTrans,beard,buck1949;liddell1996;magnien1985,,,
4-142-167-3,anci1242,Ancient Greek ,678,genei'as,LatinTrans,beard,buck1949;liddell1996;magnien1985,,,
4-142-167-5,anci1242,Ancient Greek ,678,'geneion,LatinTrans,beard,buck1949;liddell1996;magnien1985,,,
4-140-167-1,anci1242,Ancient Greek ,1040,'komē,LatinTrans,hair (head),buck1949;liddell1996;magnien1985,,,
4-130-167-1,anci1242,Ancient Greek ,2259,sarks,LatinTrans,flesh,buck1949;liddell1996;magnien1985,,,
4-130-167-3,anci1242,Ancient Greek ,2259,'kreas,LatinTrans,flesh,buck1949;liddell1996;magnien1985,,,
4-120-167-1,anci1242,Ancient Greek ,763,'derma,LatinTrans,"skin, hide",buck1949;liddell1996;magnien1985,,,
4-120-167-3,anci1242,Ancient Greek ,763,kʰrōs,LatinTrans,"skin, hide",buck1949;liddell1996;magnien1985,,,
4-120-167-5,anci1242,Ancient Greek ,763,hrī'nos,LatinTrans,"skin, hide",buck1949;liddell1996;magnien1985,,,
4-120-167-7,anci1242,Ancient Greek ,763,'skūtos,LatinTrans,"skin, hide",buck1949;liddell1996;magnien1985,,,
4-110-167-1,anci1242,Ancient Greek ,1480,'sōma,LatinTrans,body,buck1949;liddell1996;magnien1985,,,
3-980-167-1,anci1242,Ancient Greek ,112,kʰe'lōnē,LatinTrans,turtle,buck1949;liddell1996;magnien1985,,,
3-980-167-3,anci1242,Ancient Greek ,112,'kʰelus,LatinTrans,turtle,buck1949;liddell1996;magnien1985,,,
3-970-167-1,anci1242,Ancient Greek ,1857,kro'kodeilos,LatinTrans,"crocodile, alligator",buck1949;liddell1996;magnien1985,,,
3-960-167-1,anci1242,Ancient Greek ,632,'saurā,LatinTrans,lizard,buck1949;liddell1996;magnien1985,,,
3-960-167-3,anci1242,Ancient Greek ,632,'sauros,LatinTrans,lizard,buck1949;liddell1996;magnien1985,,,
3-960-167-5,anci1242,Ancient Greek ,632,kro'kodeilos,LatinTrans,lizard,buck1949;liddell1996;magnien1985,,,
3-950-167-1,anci1242,Ancient Greek ,503,'batrakʰos,LatinTrans,frog,buck1949;liddell1996;magnien1985,,,
3-940-167-1,anci1242,Ancient Greek ,1543,ko'kʰlias,LatinTrans,snail,buck1949;liddell1996;magnien1985,,,
3-940-167-3,anci1242,Ancient Greek ,1543,'kokʰlos,LatinTrans,snail,buck1949;liddell1996;magnien1985,,,
3-930-167-1,anci1242,Ancient Greek ,607,a'kris,LatinTrans,grasshopper,buck1949;liddell1996;magnien1985,,,
3-920-167-1,anci1242,Ancient Greek ,1791,psū'kʰē,LatinTrans,butterfly,buck1949;liddell1996;magnien1985,,,
3-910-167-1,anci1242,Ancient Greek ,206,pūgolam'pis,LatinTrans,firefly,buck1949;liddell1996;magnien1985,,,
3-910-167-3,anci1242,Ancient Greek ,206,lampu'ris,LatinTrans,firefly,buck1949;liddell1996;magnien1985,,,
3-850-167-1,anci1242,Ancient Greek ,730,'opʰis,LatinTrans,snake,buck1949;liddell1996;magnien1985,,,
3-840-167-1,anci1242,Ancient Greek ,1219,'skōlēks,LatinTrans,worm,buck1949;liddell1996;magnien1985,,,
3-832-167-1,anci1242,Ancient Greek ,1509,'kōnōps,LatinTrans,mosquito,buck1949;liddell1996;magnien1985,,,
3-831-167-1,anci1242,Ancient Greek ,95,sknīps,LatinTrans,"sandfly (midge), gnat",buck1949;liddell1996;magnien1985,,,
3-830-167-1,anci1242,Ancient Greek ,1504,muia,LatinTrans,fly,buck1949;liddell1996;magnien1985,,,
3-823-167-1,anci1242,Ancient Greek ,1517,spʰēks,LatinTrans,wasp,buck1949;liddell1996;magnien1985,,,
3-822-167-1,anci1242,Ancient Greek ,88,'simblos,LatinTrans,beehive,buck1949;liddell1996;magnien1985,,,
3-822-167-3,anci1242,Ancient Greek ,88,ku'pselē,LatinTrans,beehive,buck1949;liddell1996;magnien1985,,,
3-822-167-5,anci1242,Ancient Greek ,88,ku'pselion,LatinTrans,beehive,buck1949;liddell1996;magnien1985,,,
3-821-167-1,anci1242,Ancient Greek ,1931,kē'ros,LatinTrans,beeswax,buck1949;liddell1996;magnien1985,,,
3-820-167-1,anci1242,Ancient Greek ,665,'melissa,LatinTrans,bee,buck1949;liddell1996;magnien1985,,,
3-819-167-1,anci1242,Ancient Greek ,1065,a'rakʰnion,LatinTrans,spider web,buck1949;liddell1996;magnien1985,,,
3-818-167-1,anci1242,Ancient Greek ,843,a'rakʰnēs,LatinTrans,spider,buck1949;liddell1996;magnien1985,,,
3-818-167-3,anci1242,Ancient Greek ,843,a'rakʰnē,LatinTrans,spider,buck1949;liddell1996;magnien1985,,,
3-817-167-1,anci1242,Ancient Greek ,587,'murmēks,LatinTrans,ant,buck1949;liddell1996;magnien1985,,,
3-816-167-1,anci1242,Ancient Greek ,1575,kantʰa'ris,LatinTrans,cockroach,buck1949;liddell1996;magnien1985,,,
3-815-167-1,anci1242,Ancient Greek ,1538,skor'pios,LatinTrans,scorpion,buck1949;liddell1996;magnien1985,,,
3-814-167-1,anci1242,Ancient Greek ,1974,kʰili'opūs,LatinTrans,centipede,buck1949;liddell1996;magnien1985,Late Ancient Greek.,,
3-813-167-1,anci1242,Ancient Greek ,232,'psulla,LatinTrans,flea,buck1949;liddell1996;magnien1985,,,
3-813-167-3,anci1242,Ancient Greek ,232,'psullos,LatinTrans,flea,buck1949;liddell1996;magnien1985,,,
3-812-167-1,anci1242,Ancient Greek ,267,ko'nis,LatinTrans,nit (louse egg),buck1949;liddell1996;magnien1985,,,
3-811-167-1,anci1242,Ancient Greek ,1392,pʰtʰeir,LatinTrans,louse,buck1949;liddell1996;magnien1985,,,
3-810-167-1,anci1242,Ancient Greek ,620,'entomon,LatinTrans,insect,buck1949;liddell1996;magnien1985,,,
3-780-167-1,anci1242,Ancient Greek ,1871,'kamēlos,LatinTrans,camel,buck1949;liddell1996;magnien1985,,,
3-770-167-1,anci1242,Ancient Greek ,1290,e'lepʰas,LatinTrans,elephant,buck1949;liddell1996;magnien1985,,,
3-760-167-1,anci1242,Ancient Greek ,1350,'pitʰēkos,LatinTrans,monkey,buck1949;liddell1996;magnien1985,,,
3-750-167-1,anci1242,Ancient Greek ,1936,'elapʰos,LatinTrans,deer,buck1949;liddell1996;magnien1985,,,
3-740-167-1,anci1242,Ancient Greek ,1312,a'lōpēks,LatinTrans,fox,buck1949;liddell1996;magnien1985,,,
3-730-167-1,anci1242,Ancient Greek ,1820,'arktos,LatinTrans,bear,buck1949;liddell1996;magnien1985,,,
3-720-167-1,anci1242,Ancient Greek ,1386,'leōn,LatinTrans,lion,buck1949;liddell1996;magnien1985,,,
3-710-167-1,anci1242,Ancient Greek ,522,'lukos,LatinTrans,wolf,buck1949;liddell1996;magnien1985,,,
3-665-167-1,anci1242,Ancient Greek ,1013,'eŋkʰelus,LatinTrans,freshwater eel,buck1949;liddell1996;magnien1985,,,
3-664-167-1,anci1242,Ancient Greek ,1910,ba'tis,LatinTrans,stingray,buck1949;liddell1996;magnien1985,,,
3-664-167-3,anci1242,Ancient Greek ,1910,'batos,LatinTrans,stingray,buck1949;liddell1996;magnien1985,,,
3-663-167-1,anci1242,Ancient Greek ,957,'pʰallaina,LatinTrans,whale,buck1949;liddell1996;magnien1985,,,
3-663-167-3,anci1242,Ancient Greek ,957,'kētos,LatinTrans,whale,buck1949;liddell1996;magnien1985,,,
3-662-167-1,anci1242,Ancient Greek ,1479,del'pʰis,LatinTrans,"porpoise, dolphin",buck1949;liddell1996;magnien1985,,,
3-661-167-1,anci1242,Ancient Greek ,1110,karkʰa'rias,LatinTrans,shark,buck1949;liddell1996;magnien1985,,,
3-655-167-1,anci1242,Ancient Greek ,598,'ostrakon,LatinTrans,shell,buck1949;liddell1996;magnien1985,,,
3-655-167-3,anci1242,Ancient Greek ,598,'koŋkʰē,LatinTrans,shell,buck1949;liddell1996;magnien1985,,,
3-655-167-5,anci1242,Ancient Greek ,598,'koŋkʰos,LatinTrans,shell,buck1949;liddell1996;magnien1985,,,
3-655-167-7,anci1242,Ancient Greek ,598,koŋ'kʰulion,LatinTrans,shell,buck1949;liddell1996;magnien1985,,,
3-654-167-1,anci1242,Ancient Greek ,1916,'braŋkʰia,LatinTrans,gill,buck1949;liddell1996;magnien1985,This form is plural.,,
3-653-167-1,anci1242,Ancient Greek ,266,le'pis,LatinTrans,fishscale,buck1949;liddell1996;magnien1985,,,
3-653-167-3,anci1242,Ancient Greek ,266,lo'pis,LatinTrans,fishscale,buck1949;liddell1996;magnien1985,,,
3-653-167-5,anci1242,Ancient Greek ,266,'lepos,LatinTrans,fishscale,buck1949;liddell1996;magnien1985,,,
3-652-167-1,anci1242,Ancient Greek ,213,pte'rugion,LatinTrans,fin (dorsal),buck1949;liddell1996;magnien1985,,,
3-650-167-1,anci1242,Ancient Greek ,227,i'kʰtʰūs,LatinTrans,fish,buck1949;liddell1996;magnien1985,,,
3-630-167-1,anci1242,Ancient Greek ,2139,mūs,LatinTrans,"mouse, rat",buck1949;liddell1996;magnien1985,,,
3-620-167-1,anci1242,Ancient Greek ,1208,ai'elūros,LatinTrans,cat,buck1949;liddell1996;magnien1985,,,
3-620-167-3,anci1242,Ancient Greek ,1208,'ailūros,LatinTrans,cat,buck1949;liddell1996;magnien1985,,,
3-620-167-5,anci1242,Ancient Greek ,1208,ga'leē,LatinTrans,cat,buck1949;liddell1996;magnien1985,,,
3-620-167-7,anci1242,Ancient Greek ,1208,ga'lē,LatinTrans,cat,buck1949;liddell1996;magnien1985,,,
3-614-167-1,anci1242,Ancient Greek ,1136,'kuniklos,LatinTrans,rabbit,buck1949;liddell1996;magnien1985,Late Ancient Greek.,,
3-614-167-3,anci1242,Ancient Greek ,1136,'koniklos,LatinTrans,rabbit,buck1949;liddell1996;magnien1985,Late Ancient Greek.,,
3-610-167-1,anci1242,Ancient Greek ,2009,'kuōn,LatinTrans,dog,buck1949;liddell1996;magnien1985,'Puppy' is 'skulaks.,,
3-594-167-1,anci1242,Ancient Greek ,1853,periste'rā,LatinTrans,dove,buck1949;liddell1996;magnien1985,,,
3-596-167-1,anci1242,Ancient Greek ,735,glauks,LatinTrans,owl,buck1949;liddell1996;magnien1985,,,
3-593-167-1,anci1242,Ancient Greek ,913,'koraks,LatinTrans,crow,buck1949;liddell1996;magnien1985,,,
3-592-167-1,anci1242,Ancient Greek ,882,psitta'kos,LatinTrans,parrot,buck1949;liddell1996;magnien1985,,,
3-591-167-1,anci1242,Ancient Greek ,1793,nukte'ris,LatinTrans,bat,buck1949;liddell1996;magnien1985,,,
3-586-167-1,anci1242,Ancient Greek ,1185,gūps,LatinTrans,vulture,buck1949;liddell1996;magnien1985,,,
3-585-167-1,anci1242,Ancient Greek ,307,hi'eraks,LatinTrans,hawk,buck1949;liddell1996;magnien1985,,,
3-585-167-3,anci1242,Ancient Greek ,307,'hirēks,LatinTrans,hawk,buck1949;liddell1996;magnien1985,,,
3-584-167-1,anci1242,Ancient Greek ,1905,ae'tos,LatinTrans,eagle,buck1949;liddell1996;magnien1985,,,
3-584-167-3,anci1242,Ancient Greek ,1905,aie'tos,LatinTrans,eagle,buck1949;liddell1996;magnien1985,,,
3-582-167-1,anci1242,Ancient Greek ,950,'laros,LatinTrans,seagull,buck1949;liddell1996;magnien1985,,,
3-583-167-1,anci1242,Ancient Greek ,758,erōdi'os,LatinTrans,heron,buck1949;liddell1996;magnien1985,,,
3-581-167-1,anci1242,Ancient Greek ,937,'ornis,LatinTrans,bird,buck1949;liddell1996;magnien1985,,,
3-581-167-3,anci1242,Ancient Greek ,937,ptē'non,LatinTrans,bird,buck1949;liddell1996;magnien1985,,,
3-581-167-5,anci1242,Ancient Greek ,937,peteē'non,LatinTrans,bird,buck1949;liddell1996;magnien1985,,,
3-581-167-7,anci1242,Ancient Greek ,937,petei'non,LatinTrans,bird,buck1949;liddell1996;magnien1985,,,
3-580-167-1,anci1242,Ancient Greek ,539,pʰōle'os,LatinTrans,nest,buck1949;liddell1996;magnien1985,,,
3-580-167-3,anci1242,Ancient Greek ,539,pʰōle'ā,LatinTrans,nest,buck1949;liddell1996;magnien1985,,,
3-580-167-5,anci1242,Ancient Greek ,539,kali'ā,LatinTrans,nest,buck1949;liddell1996;magnien1985,,,
3-580-167-7,anci1242,Ancient Greek ,539,sē'kos,LatinTrans,nest,buck1949;liddell1996;magnien1985,,,
3-570-167-1,anci1242,Ancient Greek ,1360,'nēssa,LatinTrans,duck,buck1949;liddell1996;magnien1985,,,
3-560-167-1,anci1242,Ancient Greek ,1187,kʰēn,LatinTrans,goose,buck1949;liddell1996;magnien1985,,,
3-550-167-1,anci1242,Ancient Greek ,1318,or'nitʰion,LatinTrans,chicken,buck1949;liddell1996;magnien1985,,,
3-550-167-3,anci1242,Ancient Greek ,1318,neos'sion,LatinTrans,chicken,buck1949;liddell1996;magnien1985,,,
3-540-167-1,anci1242,Ancient Greek ,1514,alekto'ris,LatinTrans,hen,buck1949;liddell1996;magnien1985,,,
3-540-167-3,anci1242,Ancient Greek ,1514,'ornis,LatinTrans,hen,buck1949;liddell1996;magnien1985,,,
3-520-167-1,anci1242,Ancient Greek ,1511,alektru'ōn,LatinTrans,"cock, rooster",buck1949;liddell1996;magnien1985,,,
3-520-167-3,anci1242,Ancient Greek ,1511,'ornis,LatinTrans,"cock, rooster",buck1949;liddell1996;magnien1985,,,
3-470-167-1,anci1242,Ancient Greek ,890,hē'mionos,LatinTrans,mule,buck1949;liddell1996;magnien1985,,,
3-500-167-1,anci1242,Ancient Greek ,265,'ornitʰes,LatinTrans,fowl,buck1949;liddell1996;magnien1985,These forms are plural.,,
3-500-167-3,anci1242,Ancient Greek ,265,'orneis,LatinTrans,fowl,buck1949;liddell1996;magnien1985,These forms are plural.,,
3-460-167-1,anci1242,Ancient Greek ,1862,'onos,LatinTrans,"ass, donkey",buck1949;liddell1996;magnien1985,,,
3-450-167-1,anci1242,Ancient Greek ,1647,'pōlos,LatinTrans,"foal, colt",buck1949;liddell1996;magnien1985,,,
3-440-167-1,anci1242,Ancient Greek ,938,'hippos,LatinTrans,mare,buck1949;liddell1996;magnien1985,,,
3-420-167-1,anci1242,Ancient Greek ,936,'hippos,LatinTrans,stallion,buck1949;liddell1996;magnien1985,,,
3-420-167-3,anci1242,Ancient Greek ,936,o'kʰeion,LatinTrans,stallion,buck1949;liddell1996;magnien1985,,,
3-410-167-1,anci1242,Ancient Greek ,615,'hippos,LatinTrans,horse (equine),buck1949;liddell1996;magnien1985,,,
3-380-167-1,anci1242,Ancient Greek ,1972,'eripʰos,LatinTrans,kid,buck1949;liddell1996;magnien1985,,,
3-370-167-1,anci1242,Ancient Greek ,264,'tragos,LatinTrans,he-goat,buck1949;liddell1996;magnien1985,,,
