entry_id	trans_english	Central-Thai_Phonemic
18.37	refuse	khwa:m.1 ʔap.2-ʔa:j.1; khwa:m.1 la.1-ʔa:j.1
18.38	forbid	phu:m.1 caj.1
18.39	rebuke, scold	kla:.3; tha:.4-tha:j.1
18.41	call (=summon)	khi:.3 ʔa:j.1
18.42	call (=name)	kla:.3-ha:n.5
18.43	announce	klua.1
18.44	threaten	ʔan.1-ta.1-ra:j.1
18.45	boast	tɔŋ.3 ka:n.1
18.51	write	lɨak.3
18.52	read	waŋ.5
18.56	paper	sɨ:.3 sat.2
18.57	pen	ciŋ.1
18.61	book	ko:.1-hok.2 lɔ:k.2
18.67	poet	lɔ:k.2 luaŋ.1; lɔ:k.2
18.71	flute	jok.4 tho:t.3
18.72	drum	di:.1
18.73	horn, trumpet	le:w.1; chua.3
18.74	rattle	thu:k.2
19.11	country	phit.2
19.12	one's native country	bok.2-phrɔ:ŋ.3; phit.2 phla:t.2
19.15	city, town	khɔ:.3 phit.2 phla:t.2
19.16	village	pra.1-na:m.1; tam.1-ni.2
19.17	boundary	jok.4-jɔ:ŋ.3; san.5-sən.5
19.21	people (populace)	suaj.5 ŋa:m.1
19.23	tribe, clan	na:.3 kliat.2
19.24	chief, chieftain	ta.1-kla.1; la.1-mo:p.3
19.25	staff, walking stick	cha.2-la:t.2
19.31	rule, govern	caj.1; cit.2
19.32	king, ruler	traj.2 trɔ:ŋ.1; khit.4; dam.1-ri.2
19.33	queen	khit.4; dam.1-ri.2
19.36	noble, nobleman	chɨa.3
19.37	citizen, subject	khaw.3 caj.1
19.41	master	ru:.4-cak.2
19.42	slave	daw.1
19.43	servant	lian.1 bɛ:p.2; lɔ:k.3 lian.1
19.44	freeman	du:.1 mɨan.5
19.45	command, order	khwa:m.1 khit.4
19.46	obey	cha.2-la:t.2
19.47	let, permit	ŋo:.3 khlaw.5
19.51	friend, companion	sia.5 sa.1-ti.2
19.52	enemy	rian.1 ru:.4
19.54	neighbor	rian.1
19.55	stranger	sɔ:n.5
19.56	guest	nak.4-rian.1; lu:k.3 sit.2
19.57	host	khru:.1; ʔa:.1-ca:n.1
19.58	help, aid	ro:ŋ.1-rian.1
19.59	hinder, prevent	cam.1; cot.2 cam.1
19.61	custom	lɨ:m.1
19.62	strife, quarrel	chat.4-ce:n.1
19.63	conspiracy, plot	khlum.1 khrɨa.1
19.65	meet	khwa:m.1 lap.4
19.72	prostitute	man.3 caj.1; nɛ:.3 caj.1
20.11	fight (vb)	ʔa.1-thi.4-ba:j.1
20.13	war, battle	ce:t.2-ta.1-na:.1; muŋ.3 ma:j.5; taŋ.3 caj.1
20.14	peace	sa:.5-he:t.2; ton.3 he:t.2
20.15	army	maj.3 nɛ:.3 caj.1
20.17	soldier	soŋ.5-saj.5; maj.3 chɨa.3 thɨ:.5
20.21	weapons, arms	thɔ:.1-ra.2-jot.4
20.22	club	khwa:m.1 tɔ:ŋ.3 ka:n.1; khwa:m.1 cam.1-pen.1
20.222	battle-ax	ŋa:j.3
20.23	sling	ja:k.3; mi:.1 ʔup.2-pa.1-sak.2
20.24	bow	pha.1-ja:.1-ja:m.1; lɔ:ŋ.1
20.25	arrow	tha:.3-tha:ŋ.1; wiʔ.4-thi:.1
20.26	spear	lɛʔ.4
20.27	sword	phɔʔ.4
20.28	gun, cannon	tha:.3
20.31	armor (defensive)	rɨ:.5
20.33	helmet	chaj.3; jɨ:n.1-jan.1
20.34	shield	maj.3; pa.1-ti.1-set.2
20.35	fortress	ja:ŋ.2-raj.1
20.36	tower	thaw.3-raj.1
20.41	victory	thaw.3-raj.1
20.42	defeat	ʔa.1-raj.1
20.43	attack	mɨa.3-raj.1; mɨa.3-daj.1
20.44	defend	thi:.3-naj.5
20.45	retreat	ʔan.1-naj.5; ʔan.1-daj.1
20.46	surrender	khaj.1; phu.3-daj.1
20.47	captive, prisoner	tham.1-maj.1; he:t.2 daj.1
20.471	guard, sentinel	ni:.4; siŋ.2 ni:.4
20.48	booty, spoils	thi:.3 ni:.4
20.49	ambush	nan.4; siŋ.2 nan.4
20.51	fisherman	thi:.3 nan.3
20.52	fishhook	siaŋ.5
20.53	fishing line	rɔ:ŋ.4 phle:ŋ.1
20.54	fishnet	phle:ŋ.1
20.55	fish trap	ta.1-ko:n.1
20.56	bait	kra.1-sip.4
20.61	hunt	phɨm.1-pham.1
20.62	shoot	phiw.5 pa:k.2
20.63	miss (target)	kri:t.2 rɔ:ŋ.4
20.64	trap (noun)	hɔ:n.5
20.65	trap (vb)	phu:t.3; khuj.1
21.11	law	tit.2 ʔa:ŋ.2; phu:t.3 ta.1-kuk.2 ta.1-kak.2
21.15	court	kla:w.2; phu:t.3; wa:.3
21.16	judge (vb)	law.3 rɨaŋ.3
21.17	judgment	ban.1-ja:j.1; kla:w.2 sun.5-thɔ:.1-ra.1-phot.4
21.18	judge (noun)	ŋiap.3
21.21	plaintiff	pha:.1-sa:.5
21.22	defendant	kham.1; kham.1-sap.2
21.23	witness	chɨ:.3
21.24	swear	tha:m.5
21.25	oath	tɔ:p.2
21.31	accuse	jɔ:m.1 rap.4; sa:.5-ra.1-phap.3
21.32	condemn	maj.3 jɔ:m.1 rap.4; pa.2-ti.2-se:t.2
21.33	convict (vb)	khɔ:.5; khɔ:.5 rɔ:ŋ.4
21.34	acquit	san.5-ja:.1
21.35	guilty	pa.2-ti.2-se:t.2
21.36	innocent	ha:m.3
21.37	penalty, punishment	tɔ:.2 wa:.3; tam.1 ni.2; du.2
21.38	fine	riak.3
21.39	prison, jail	riak.3; rɔ:ŋ.4 riak.3
21.42	murder	pra.2-ka:t.2
21.43	adultery	khu:.2
21.44	rape	ʔo:.3 ʔuat.2; ʔo:.2
21.46	arson	khian.5
21.47	perjury	ʔa:n.2
21.51	steal	kra.1-da:t.2
21.52	thief	pa:k.2-ka:.1
22.11	religion	naŋ.5-sɨ:.5
22.12	God	ka.1-wi:.1
22.13	temple, church	khluj.2
22.14	altar	klɔ:ŋ.1
22.15	sacrifice, offering	trɛ:.1
22.16	worship	rua.1
22.17	pray	pra.2-thet.3
22.18	priest	phu:.1-mi.4-lam.1-naw.1; ba:n.3 kɔt.2 mɨaŋ.1 nɔ:n.1
22.19	holy, sacred	mɨaŋ.1
22.22	preach	mu:.2 ba:n.3
22.23	bless	khet.2 dɛ:n.1
22.24	curse	pra.1-cha:.1-chon.1
22.26	fast (vb)	phaw.2 phan.1
22.31	heaven	phu:.3-nam.1; hua.5 na:.3
22.32	hell	ma:j.4 thaw.4
22.35	demon (evil spirit)	pok.2-khrɔ:ŋ.1; khuap.3 khum.1
22.37	idol	pra.4-ra:.1-cha:.1; ka.1-sat.2
22.42	magic, witchcraft, sorcery	pra.4-ra:.1-chi.1-ni:.1
22.43	sorcerer, witch	khun.5 na:ŋ.1; khon.1 chan.4 su:ŋ.5
22.44	fairy, elf	pra.2-cha:.1-chon.1
22.45	ghost, phantom	caw.3-na:j.1; na:j.1 ca:ŋ.3
22.47	omen, portent	tha:t.3
	khon.1 chaj.4
	buk.2-khon.1 phi.4-se:t.2
	kham.1 saŋ.2
	chɨa.3 faŋ.1; jɔ:m.1
	ʔa.1-nu.1-ja:t.3
	phɨan.3; mit.4
	sat.2-tru:.1
	phɨan.3 ban.3
	khon.1 plɛ:k.2 na:.3
	khɛ:k.2
	caw.3 ba:n.3; caw.3 pha:p.3
	chauj.3 lɨa.5
	pɔŋ.3-kan.1
	pra.1-phe:.1-ni:.1
	ka:n.1 ta.1-lɔʔ.4 wiʔ.4-wa:t.3
	phɛ:n.5-ka:n.1
	phop.4
	so:.5-phe:.1-ni:.1
	tɔ:.2-su:.3; rop.4
	soŋ.5-khra:m.1
	san.5-ti.1-pha:p.3
	kɔ:ŋ.1-thap.4
	thə.1-ha:n.5
	ʔa:.1-wut.4
	kra.2-bɔ:ŋ.1
	khwa:n.5
	naŋ.5 sa.1-tik.4
	na:.3-maj.4
	tha.1-nu:.1
	hɔ:k.2
	da:p.2
	pɨ:n.1; pɨ:n.1 jaj.2
	krɔw.2
	muak.1 lek.2
	lo:.3
	pɔ:m.3 pra:.1-ka:n.1
	hɔ:.5 khɔ:j.1
	chaj.1-cha.2-na.4
	rop.4 cha.2-na.4; kəm.1-cat.2
	co:m.1-ti:.1
	pɔŋ.3-kan.1
	la:.3-thɔ:j.5
	jɔ:m.1 phɛ:.4
	cha.2-ləj.1; nak.4-tho:t.3
	ja:m.1; tha.1-ha:n.5 ja:m.1
	khɔ:ŋ.5 co:n.1
	sum.1 co:m.1 ti:.1; dak.1 thəm.1 ja:j.4
	chaw.1 pra.2-moŋ.1
	tok.2 pla:.1
	ta.1-khɔ:.5 kiaw.2; bet.2; khɔ:.5
	sa:j.5 bet.2
	hɛ:.5
	saj.1
	jwa.2
	la:.3 sat.2
	ha:j.1 phra:n.1
	jiŋ.1
	leŋ.1
	phla:t.3
	kap.2 dak.2
	wa:ŋ.1 kap.2 dak.2
	kot.2-ma:j.5
	sa:n.5
	phi.4-pha:k.3-sa:.5; tat.2-sin.5
	ka:n.1 phi.4-ca:.1-ra.1-na:.1; ka:n.1 tat.2-sin.5
	phu:.3 phi.4-pha:k.3-sa.5; tu.1-la:.1-ka:n.1
	co:t.2; phu:.3-rɔŋ.4 thuk.4
	cam.1-ləj.1
	pha.1-ja:n.1
	sa:.5-ba:n.1
	kham.1-sa:.5-ba:n.1; khəm.1 sat.2
	kla:w.2-ha:.5; saj.2 khwa:m.1
	pra.2-na:m.1
	tat.2-sin.5 wa:.3 kra.2-thəm.1 khwa:m.1 phit.2
	tat.2-sin.5 haj.3 pon.4 tho:t.3
	ru:.4-sɨk.2 phit.2; sam.5-nɨk.4 phit.2
	raj.4-diaŋ.1-sa:.5
	ka:n.1 loŋ.1 tho:t.3
	kha:.1 pra:p.2
	khuk.4
	kha:.3-ta.1-kam.1
	ka:n.1 pen.1 chu:.4
	khom.2-khɨ:n.5
	lɔ:p.1 wa:ŋ.1 phəŋ.1
	haj.3 ka:n.1 thet.4
	kha:.2-mo:j.1
	co:n.1
	kha.2-mo:j.1
	sa:t.2-sa.1-na:.5
	phra.4-caw.3
	bo:t.2; wat.4
	thɛ:n.3 bu:.1-cha:.1
	khrɨaŋ.3 saŋ.5 wə̂j.1; khrɨaŋ.3 buaŋ.1-suaŋ.5
	ka:n.1 bu:.1-cha:.1; ka:n.1 sak.2-ka.1-ra.1
	suat.2 mon.1; ʔa.1-thit.4-tha:n.5
	phra.4-soŋ.5; ba:t.2 luaŋ.5
	sak.2-sit.2
	thet.3
	ʔuaj.1-phɔ:n.1; haj.3 si:n.5 haj.3 phɔ:n.1
	sa:p.2 chɛ:ŋ.3; kham.1 sa:p.2
	ʔot.2 ʔa:.1-ha:n.5
	sa.1-wan.5
	na.1-rok.4
	pi:.1-sa:t.2; ma:n.1; phi:.5
	the:.1-wa.1-ru:p.3; ru:p.3 khaw.1-rop.1
	we:t.3-mon.1 ka:.1-tha:.1
	mɔ:.5 phi:.5; mɛ:.3 mot.4; phu:.3-wi.1-set.2
	thep.1-pha.1-ja.1-da:.1; na:ŋ.1 ma:j.4
	phi:.5; pi.1-sa:t.2
	la:ŋ.1 saŋ.5-hɔ:n.5
