entry_id	trans_english	Tai_Khuen_Phonemic
20.48	booty, spoils	ʔan.1 naj.3
20.49	ambush	phaj.3
20.51	fisherman	het.1 saŋ.3
20.52	fishhook	ni:.5; siŋ.2 ni:.5
20.53	fishing line	ti:.4 ni:.6
20.54	fishnet	nan.5; siŋ.2 nan.5
20.55	fish trap	ti:.4 nan.5
20.56	bait	se:ŋ.3 hɔ:ŋ.5
20.61	hunt	hɔ:ŋ.5 phe:ŋ.1
20.62	shoot	phe:ŋ.1
20.63	miss (target)	hɔ:ŋ.5
20.64	trap (noun)	sup.1-sip.1
20.65	trap (vb)	bun.2 kɔ:j.4 kɔ:j.4
21.11	law	siw.3
21.15	court	hɔ:ŋ.5 hɛ:ŋ.1
21.16	judge (vb)	hɔ:n.3
21.17	judgment	ʔu:.6 ca:.3
21.18	judge (noun)	pa:k.2 kak.5
21.21	plaintiff	ka:w.2
21.22	defendant	law.4 lə:ŋ.4
21.23	witness	kam.1 ka:w.2 ʔan.1 pɛn.3 pi.5-thi:.1
21.24	swear	lak.1 si:.2; te:t.2
21.25	oath	pha:.1-sa:.3
21.31	accuse	kam.1
21.32	condemn	cɨ:.4
21.33	convict (vb)	tha:m.3
21.34	acquit	tɔ:p.2
21.35	guilty	jɔ:m.1 hap.5
21.36	innocent	baw.2 jɔ:m.1 hap.5
21.37	penalty, punishment	jɔ:n.1
21.38	fine	tɔk.1 lɔŋ.1
21.39	prison, jail	baw.2 jɔ:m.1 hap.5
21.42	murder	ha:m.6
21.43	adultery	wa:.4 hɨ:.6; ti.1-te:n.3
21.44	rape	hɔ:ŋ.5 ʔaw.1
21.46	arson	hɔ:ŋ.5
21.47	perjury	pa:w.2
21.51	steal	khɔm.2 hɛŋ.3
21.52	thief	ʔo:t.2 to:.3
22.11	religion	tɛ:m.6
22.12	God	ʔa:n.2
22.13	temple, church	ka.2-la:t.2
22.14	altar	pit.1
22.15	sacrifice, offering	li:k.4
22.16	worship	ma:t.4
22.17	pray	pi:.2
22.18	priest	kɔ:ŋ.3
22.19	holy, sacred	nɛ:.1
22.22	preach	waj.1 waj.1; thi:.2 thi:.2
22.23	bless	pa.1-the:t.4; mə:ŋ.1
22.24	curse	ba:n.6 kə:t.2 kaw.2
22.26	fast (vb)	mə:ŋ.1
22.31	heaven	mu:.2 ba:n.6
22.32	hell	khe:t.2 lɛ:n.1
22.35	demon (evil spirit)	ca:w.1 mə:ŋ.1
22.37	idol	cə:.5 sa:j.3
22.42	magic, witchcraft, sorcery	ho:.3 na:.6
22.43	sorcerer, witch	maj.5 taw.5
22.44	fairy, elf	lu:.1 lɛ:.1; khum.5 khɔ:ŋ.1
22.45	ghost, phantom	pha.1-caw.6 phɛn.2 lin.1
22.47	omen, portent	pha.1 ma.2-he:.3-si:.3 (Pali)
	khun.3
	khɔn.1 mə:ŋ.1
	caw.6 na:j.1; na:j.1 ca:ŋ.6
	kha:.6 caj.5
	khɔn.1 caj.5
	khɔn.1 pi.5-se:t.2; khɔn.1 sam.3-khan.1
	kam.1 saŋ.2
	phaŋ.1 kam.1; jɔ:m.1
	ʔa:.1-nu.1-ja:t.3 (Pali)
	taj.1 kɔ:.5; mit.1; sa.2-ha:j.3; sew.2
	kha:.6 sɨk.1; sat.1-thu:.3 (Pali)
	pə:n.4 ba:n.6
	khɔn.1 ti:.4 ʔɨn.2
	khɛ:k.2
	caw.6 hə:n.1; caw.4 ta:.2-na:.5
	cɔ:j.4 lə:.3
	kan.3 waj.5
	pa.1-we:.1-ni:.1 (Pali)
	phit.1 the:ŋ.3 kan.3
	bɛ:p.2 phɛ:n.3
	pɔp.5; cə:.1
	mɛ:.4 jiŋ.1 kha:j.3 to:.3
	su:.6 kan.3; tɨk.1 sɨk.1
	tɨk.1 sɨk.1
	lɔm.4 jɛn.1 pen.3 suk.1
	tap.5 sɨk.1
	lu:k.4 sɨk.1
	khə:ŋ.4 sɨk.1
	maj.5 ka.2-bɔ:ŋ.1
	kwə:n.3
	kɔŋ.3 ja:ŋ.1 jɨ:t.2
	ka:ŋ.2
	tha.5-nu:.1
	hɔ:k.2
	lɛ:w.1; la:p.2
	kɔŋ.6 jaj.2
	kha:m.2 ʔa:.1-wut.4 ta:ŋ.2 ta:ŋ.2
	mo:k.2 lɛk.1
	kha:m.2 ʔa:.1-wut.5 ta:ŋ.2 ta:ŋ.2
	hɔ:.3 paj.5 kha:.6 sɨk.1
	hɔ:.3 suŋ.3
	pɛ:.5
	tɨk.1 sɨk.1 pɛ:.5
	wa:.4 ka:w.2 hɨ:.6 khɔn.1 ʔɨn.2
	kan.3 waj.5
	thɔ:j.3 pɔ:k.4
	jɔ:m.1 ka:n.5
	nak.5 tho:t.4
	ja:m.1; lu:k.4 sɨk.1 paj.5 ja:m.1
	khɔŋ.3 co:n.3
	paj.5 ka.2-tam.1 ha:j.5
	khɔN.1 ha:.3 pa:.3
	bɛt.1 pa:.3
	khɔ:.3 bɛt.1
	sa:j.3 bɛt.1
	hɛ:.3
	saj.1
	jə:.2
	laj.4 sat.1; laj.4 thə:n.2
	pha:n.1 pa:.2
	jiŋ.1; jɨŋ.1
	ljɛŋ.1
	baw.2 mɛn.4
	tam.2
	ka:ŋ.3 tam.2
	kɔt.1 ma:j.3; ʔu.1-pa.1-te:.2 (Burm?)
	lum.1
	tat.1 sin.3
	ka:n.3 pi.1-ca:.1-la.1-na:.1; ka:n.3 tat.1 sin.3
	phu:.6 tat.1 sin.3 to:t.4
	phu:.6 paj.1 ta:ŋ.2 lum.1
	phu:.6 thu:k.2 pən.4 ka:w.2 ha:.3 lɛ:w.4 khɨn.6 lum.1
	sak.5-sɛ:.2
	sa:.3-ba:n.1
	kam.1 sa:.3-ba:n.1; kam.1 sat.1-ca.1(Pali)
	ti.1-te:n.1 wa:.4 ka:w.2 hɨ:.6 pə:n.4
	wa:.4 ka:w.2 hɨ:.6 se:.3 ha:j.3
	tat.1 sin.3 wa:.4 hɛt.1 phit.1
	tat.1 sin.3 lɛ:w.5 wa:.4 hɨ:.6 pɔn.5 ca:k.2 kwa:m.1 phit.1
	hu:.5 to:.3 wa:.4 ka.2-tam.1 phit.1 lɛ:w.5
	jaŋ.1 baw.2 hu:.5 saŋ.3 tə:.4
	thuk.2 lɔŋ.1 to:t.4
	ka:.4 sin.3 maj.3
	thɔŋ.2
	kha:.6; hɛ:m.3
	khɔp.1 cu:.5; kaw.1 kan.3
	kan.5 mɛ:.4 jiŋ.1
	lak.5 phaw.3 phaj.1
	ka:w.2 pɛt.5 la:j.4
	lak.5
	co:n.3
	lak.5
	sa:.3-sa.1-na:.1 (Pali)
	pha.5 caw.6
	ʔu.2-bo:.1-sɔt.1 (Pali); wat.5
	tɛn.4 kɛ:w.6
	khɔŋ.3 pu:.1-ca:.1
	ka:n.3 pu:.1-ca:.1; sak.1-ka:.1-la.5
	maŋ.1-ka:.1-la.5; ʔa.1-thi.1-tha:n.3
	pha.5 saŋ.3-kha.5 (Pali)
	wi.5-se:t.2 (Pali)
	te:.1-sa.1-na:.1 (Pali)
	hɨ:.6 sin.3; hɨ.6 pɔ:n.1
	kam.1 cɛ:ŋ.4; kam.1 la:.2
	ʔɔt.1 khaw.6
	sa.2-wan.3
	na:.1-lɔk.5
	ma:n.1; phi:.3
	te:.1-wa.1-but.1; te:.1-wa.1-la:.1
	kun.1; mɔn.1 ka:.1-tha:.3
	phu:.6 wi.5-se:t.2
	te:.1-wa.1-la:.1; na:ŋ.1 maj.5
	phi:.3
	la:ŋ.1; ni.5-mit.5 (Pali)
