entry_id	trans_english	Shan_Phonemic
20.23	sling	ta:ŋ.1 khaj.4 het.1; ka:.4 la:j.4 het.1
20.24	bow	ŋa:j.4
20.25	arrow	ja:p.2; mi:.1 ʔan.3 ki:t.2 khɔŋ.4
20.26	spear	kja:m.2 khat.1 caɨ.3; ca:m.1 to:j.1
20.27	sword	puŋ.2 ca:m.2
20.28	gun, cannon	lɛ:.4
20.31	armor (defensive)	pə:.4
20.33	helmet	saŋ.3 wa:.4
20.34	shield	ʔam.2 nan.3
20.35	fortress	caɨ.4; so:.2-swa:ŋ.1
20.36	tower	ʔam.2 caɨ.4
20.41	victory	cə:ŋ.5 hɨ:.3
20.42	defeat	ka:.4 hɨ:.3
20.43	attack	ka:.4 hɨ:.3
20.44	defend	ʔi:.4-saŋ.3
20.45	retreat	mə:.4 laɨ.3
20.46	surrender	ti:.4 laɨ.3
20.47	captive, prisoner	ʔan.3 laɨ.3
20.471	guard, sentinel	phə:.3
20.48	booty, spoils	naj.5; ʔan.3 naj.5
20.49	ambush	ti:.4 naj.5
20.51	fisherman	nan.5; ʔan.3 nan.5
20.52	fishhook	ti:.4 nan.4
20.53	fishing line	se:ŋ.3 hɔ:ŋ.5
20.54	fishnet	het.1 kwa:m.1
20.55	fish trap	kwa:m.1
20.56	bait	hɔ:ŋ.5
20.61	hunt	sɔp.5-sɛp.5
20.62	shoot	wa:.4-wi:.4
20.63	miss (target)	phiw.3 lom.1
20.64	trap (noun)	hɔŋ.5 hɨt.1
20.65	trap (vb)	hɔ:n.3
21.11	law	ʔup.2 kan.3
21.15	court	la:t.4 ʔak.1-ʔi:.4-ʔak.1-ʔaj.3
21.16	judge (vb)	wa:.4
21.17	judgment	khaj.4 ʔa:-pum.2
21.18	judge (noun)	law.4 la:t.4 nɛ:.3 kwa:m.1
21.21	plaintiff	je:n.3
21.22	defendant	pha:.2-sa:.2
21.23	witness	khɔ:.4 kwa:m.1
21.24	swear	cɨ:.4
21.25	oath	tha:m.3
21.31	accuse	tɔ:p.2
21.32	condemn	jɔ:m.1 hap.5
21.33	convict (vb)	ʔam.2 jɔ:m.1 hap.5
21.34	acquit	jɔ:n.1; tɔ:ŋ.1-pa:n.2
21.35	guilty	san.3-ja:.1
21.36	innocent	ʔam.2 jɔ:m.1 hap.5
21.37	penalty, punishment	ha:m.4
21.38	fine	tek.1 te:ŋ.3
21.39	prison, jail	jɔ:n.1 ta:ŋ.1 cɔ:j.4
21.42	murder	hɔ:ŋ.5
21.43	adultery	pɨn.3 pha:w.2
21.44	rape	lɔ:k.2
21.46	arson	jɔ:ŋ.4 to:.3
21.47	perjury	tjɛ:m.4
21.51	steal	ʔa:n.2
21.52	thief	ce:.4
22.11	religion	kam.3 tɛ:m.4
22.12	God	lik.4 la:j.1
22.13	temple, church	kon.1 mɔ:.3 laŋ.2-ka:.2
22.14	altar	pi:.2 lom.1
22.15	sacrifice, offering	kɔ:ŋ.3
22.16	worship	pi:.2 kon.4 ki:.4
22.17	pray	haj.2 waj.1 waj.1
22.18	priest	mə:ŋ.1
22.19	holy, sacred	phu:m.1-mi.1 sen.4 sa:j.3 maj.3
22.22	preach	we:ŋ.1
22.23	bless	wa:n.4
22.24	curse	lɛ:n.3 lin.3
22.26	fast (vb)	kon.1 mə:ŋ.1
22.31	heaven	cə:.5 phan.1
22.32	hell	ho:.3 na:.4
22.35	demon (evil spirit)	maj.5 taw.5
22.37	idol	ʔup.5 pə:ŋ.2
22.42	magic, witchcraft, sorcery	khun.3 hɔ:.3 kham.1
22.43	sorcerer, witch	na:ŋ.1 hɔ:.3 kham.1
22.44	fairy, elf	phu:.4 mi:.1 can.5
22.45	ghost, phantom	kon.1 mə:ŋ.1
22.47	omen, portent	kon.1 lo:ŋ.3
	kon.1 can.5 tjɛm.2
	kon.1 caɨ.5
	pok.1-ko:.2 can.5 suŋ.3
	khɔ:.4 poŋ.3
	jɔ:m.1 to:.3
	pan.3 ʔa.2-khwa:ŋ.5
	taj.1 kɔ:.5
	jan.2-su:.2
	taj.1 kɔ:.5 wan.4 lew.3 kan.3
	kon.1 pjɛ:k.2 na:.4
	khjɛ:k.2
	caw.4 hə:n.1
	cɔ:j.4-lə:.3
	he:.5 kaŋ.4
	thuŋ.1 ca:m.2
	phit.1-phjɛ:k.2 kan.3
	wa:ŋ.1 phjɛ:n.3
	ńa:.1 saɨ.2
	mɛ:.4 ma:k.2 lam.3
	ta:.5 khɛŋ.2
	pɔ:j.1 tɨ:k.1
	kat.1 jen.3
	tap.5 sɨk.1
	lu:k.4 sɨk.1
	khə:ŋ.4 jip.1
	khɔn.5 pɔt.1
	khwa:n.3
	ka:ŋ.2-khwa.5
	na:.4 maj.5
	ka:ŋ.2
	hɔ:k.2
	la:p.2
	kɔ:ŋ.4; kɔŋ.4 lo:ŋ.3
	sə:.4 he:.4 kaŋ.4
	ma:k.2 ho:.3 lek.1
	khə:ŋ.4 pɔŋ.4 kan.3
	hɔ:.3 lom.1
	hɔ:.3 kɛm.3
	ʔɔŋ.2 mjɛŋ.2
	tɨk.1 pɛ:.5
	tɨk.1 tɔ:.1
	he:.4 kaŋ.4
	thɔ:j.3 laŋ.3
	jɔ:m.1 ka:n.5
	kon.1 jɔ:m.1 ka:n.5; kon.1 mi:.1 ʔa.2-pjɛ:t.4
	ja:m.1; luk.4 sɨk.1 paɨ.5 ja:m.1
	khɔŋ.3 co:n.3
	paɨ.5 khjɔ:ŋ.1 jɨ:.1
	kon.1 ha:.3 pa:.3
	met.1 pa:.3
	khɔ:.3 met.1
	sa:j.3 met.1
	hɛ:.3
	saj.1
	jə:.2
	lɨp.4 thə:n.2
	kon.1 le:.2 thə:n.2
	jɨ:.1
	jə:ŋ.1
	phit.1
	hɛw.5
	ka:ŋ.3
	ma:j.3 mi:.4
	lum.1 tat.1 sin.3
	tat.1 sin.3
	khɔ:.4 tat.1
	phu:.4 naŋ.4 lum.1 lo:ŋ.3 pha:j.2 tat.1 sin.3
	phu:.4 ta:ŋ.2 thɨŋ.3
	phu:.4 mi:.1 kwa:m.1 phit.1
	phu:.4 hu:.5 han.3 cɔ:m.1
	tik.4-tha:n.2
	kwa:m.1 tik.4-tha:n.2
	ha:.3 lɔŋ.4 ha:.3 kwa:m.1
	se.5 ne:.1
	tat.1 sin.3 wa:.4 mi:.1 ta:ŋ.1 phit.1
	tat.1 sin.3 haj.4 pon.5 ʔa:-pɛ:t.4
	jɔ:m.1 phit.1
	ʔam.2 hu:.5 saŋ.3
	pan.3 ʔa:-pɛ:t.4
	ka:.4 ma:p.2-maj.3
	thɔŋ.2
	ʔaw.3 kan.3 ta:j.3
	len.4 cu:.5
	kan.4 can.3
	lak.5 cut.2 phaj.1
	ta:ŋ.2 kwa:m.1 pɛ:t.5 lɛn.3
	lak.5
	co:n.3
	phu:.4 lak.5
	sa:.2-sa-na:.2
	pha:.1-la:.1-pen.3 caw.4
	si:m.2; kjɔ:ŋ.1
	ti:.4 ta:ŋ.2 mɔ:k.2
	khə:ŋ.4 le:ŋ.5 lam.1 tam.1 ta:ŋ.2
	pu:.2-c]:.4; sak.1-ka:.2-la:.4
	waj.4 phla:.1; ʔa.2-tik.5-tha:n.2
	mun.3 caɨ.4
	ti:.4 mja:t.4
	te:.2-sa.2-na:.2
	pan.3 kwa:m.1 maŋ.2-ka.2-la:.2
	kin.2-ca:.2-pan.2-na:k.4
	ʔam.2 kin.3 khaw.4 kin.3 nam.5
	mə:ŋ.1 phi:.3
	ŋa:.1-la:j.1
	phi:.3; phə:.5; ma:.2-na:t.4; phi:.3 phe:t.2
	ha:ŋ.4 khun.3 phi:.3
	ka:.2-tha:.2
	mɔ:.3 phi:.3; sa.2-la:.2-phi:.3; phu:.4 mi:.1 wi.1-se:.3
	juk.4-kha-co:.1
	phə:.5 cuŋ.4
